date,city_name,daily_avg_temp,daily_max_temp,daily_min_temp,daily_avg_wind_speed,daily_max_wind_speed,daily_min_wind_speed,wind_direction,avg_relative_humidity,avg_dew_point,avg_pressure,precipitation_sum,rainy_hour_sum
2023-12-23,Antalya,13.78,18.1,9.0,16.08,29.5,3.6,360.0,61.79,6.28,1007.79,0.0,0
2023-12-24,Antalya,12.1,19.0,7.0,9.0,14.8,3.6,350.0,65.0,5.39,1015.8,0.0,0
2023-12-25,Antalya,12.53,18.2,8.0,9.71,18.4,3.6,340.0,70.21,7.01,1021.15,0.0,0
2023-12-26,Antalya,12.88,20.0,8.0,8.89,14.8,1.8,340.0,71.71,7.61,1023.95,0.0,0
2023-12-27,Antalya,15.2,22.0,9.9,13.27,18.4,5.4,340.0,61.75,7.54,1021.82,0.0,0
2023-12-28,Antalya,15.11,22.0,10.0,11.8,18.4,7.6,330.0,57.5,6.35,1022.96,0.0,0
2023-12-29,Antalya,12.98,20.0,8.0,8.94,13.0,3.6,350.0,70.75,7.43,1023.37,0.0,0
2023-12-30,Antalya,12.97,18.6,8.9,8.07,14.8,1.8,350.0,78.46,9.12,1022.58,0.0,0
2023-12-31,Antalya,13.82,20.0,10.4,10.62,16.6,3.6,350.0,74.67,9.03,1020.91,0.0,0
2024-01-01,Antalya,12.42,15.0,11.0,8.77,13.0,3.6,10.0,93.58,11.35,1020.44,8.6,13
2024-01-02,Antalya,14.02,17.0,12.0,7.5,13.0,1.8,340.0,89.79,12.23,1018.74,7.9,11
2024-01-03,Antalya,14.28,19.0,10.0,7.84,13.0,0.0,340.0,85.04,11.5,1017.23,0.2,2
2024-01-04,Antalya,15.02,18.0,12.0,6.83,13.0,0.0,350.0,85.58,12.47,1014.58,0.0,0
2024-01-05,Antalya,16.02,21.2,10.0,14.09,22.3,7.6,320.0,65.25,8.52,1016.97,0.0,0
2024-01-06,Antalya,15.18,20.0,9.0,13.85,24.1,9.4,340.0,68.71,9.38,1021.58,1.2,5
2024-01-07,Antalya,17.97,19.0,16.0,35.6,55.4,14.8,170.0,76.92,13.8,1014.0,37.1,18
2024-01-08,Antalya,17.65,19.0,16.0,23.94,33.5,1.8,180.0,68.71,11.79,1013.2,0.7,5
2024-01-09,Antalya,13.18,15.0,11.0,12.71,22.3,5.4,70.0,98.88,12.99,1011.01,30.2,21
2024-01-10,Antalya,10.74,12.0,9.0,12.25,20.5,5.4,320.0,92.79,9.56,1012.37,11.9,15
2024-01-11,Antalya,11.72,17.0,8.8,12.35,22.3,0.0,330.0,65.04,5.02,1013.42,0.0,0
2024-01-12,Antalya,11.16,15.2,7.5,13.22,22.3,5.4,360.0,61.83,3.76,1009.68,0.0,0
2024-01-13,Antalya,10.47,15.0,8.0,23.93,33.5,18.4,330.0,41.88,-2.11,1009.5,0.0,0
2024-01-14,Antalya,9.87,15.2,7.0,13.68,33.5,3.6,330.0,47.29,-1.3,1014.35,0.0,0
2024-01-15,Antalya,11.55,15.5,8.0,10.62,25.9,3.6,330.0,71.71,6.39,1017.34,0.5,2
2024-01-16,Antalya,13.92,18.0,11.0,11.31,29.5,3.6,330.0,92.79,12.64,1014.65,9.9,13
2024-01-17,Antalya,14.08,18.5,11.5,8.02,13.0,1.8,340.0,89.79,12.24,1018.37,0.3,3
2024-01-18,Antalya,14.03,16.1,11.6,11.45,18.4,3.6,70.0,96.38,13.42,1020.28,1.3,8
2024-01-19,Antalya,16.44,19.0,13.9,14.63,33.5,3.6,170.0,89.04,14.53,1017.94,0.1,1
2024-01-20,Antalya,16.06,19.0,12.0,10.3,27.7,5.4,330.0,93.75,14.99,1018.3,1.0,6
2024-01-21,Antalya,14.66,17.8,12.0,15.83,27.7,3.6,330.0,91.67,13.26,1015.88,42.0,18
2024-01-22,Antalya,13.47,17.2,10.0,26.37,33.5,18.4,340.0,52.17,3.65,1016.26,4.2,4
2024-01-23,Antalya,12.13,17.2,9.0,14.45,24.1,0.0,350.0,59.17,4.08,1016.32,0.0,0
2024-01-24,Antalya,11.43,17.5,7.7,15.05,25.9,5.4,350.0,52.83,1.62,1016.5,0.0,0
2024-01-25,Antalya,10.96,15.7,6.0,10.01,18.4,3.6,350.0,61.42,3.38,1015.64,0.0,0
2024-01-26,Antalya,11.95,15.0,8.8,26.34,38.9,14.8,320.0,39.62,-1.49,1014.6,0.0,0
2024-01-27,Antalya,11.01,15.0,8.7,22.44,31.7,11.2,320.0,37.62,-3.21,1018.54,0.0,0
2024-01-28,Antalya,10.55,14.0,8.0,26.21,33.5,18.4,320.0,38.67,-3.04,1020.47,0.0,0
2024-01-29,Antalya,9.02,12.2,5.0,17.89,24.1,11.2,310.0,37.33,-4.88,1020.75,0.0,0
2024-01-30,Antalya,9.08,11.0,7.0,19.2,27.7,11.2,290.0,45.17,-2.3,1017.84,1.0,4
2024-01-31,Antalya,11.0,15.0,7.4,17.49,29.5,11.2,320.0,42.92,-1.3,1019.39,0.0,0
2024-02-01,Antalya,11.25,17.2,7.4,12.22,18.4,3.6,320.0,48.33,0.32,1019.13,0.0,0
2024-02-02,Antalya,11.52,17.0,6.7,12.53,22.3,5.4,330.0,56.67,2.78,1017.22,0.0,0
2024-02-03,Antalya,11.35,17.0,6.8,10.02,24.1,1.8,350.0,71.58,5.89,1018.99,3.0,8
2024-02-04,Antalya,11.47,16.1,7.0,11.92,18.4,3.6,350.0,68.46,5.35,1019.76,0.0,0
2024-02-05,Antalya,13.35,19.5,10.0,16.75,33.5,5.4,330.0,49.88,2.58,1020.11,0.0,0
2024-02-06,Antalya,12.98,19.0,8.0,9.22,14.8,3.6,190.0,60.21,4.94,1022.83,0.0,0
2024-02-07,Antalya,13.86,19.0,7.6,11.63,18.4,3.6,350.0,70.58,8.52,1022.32,0.6,4
2024-02-08,Antalya,14.88,17.2,12.7,12.0,22.3,5.4,160.0,84.29,12.12,1019.13,7.3,10
2024-02-09,Antalya,11.98,15.0,9.0,8.25,13.0,1.8,330.0,90.25,10.33,1017.13,6.4,9
2024-02-10,Antalya,12.35,17.0,7.0,9.39,14.8,3.6,350.0,78.12,8.37,1020.96,1.5,7
2024-02-11,Antalya,13.75,17.0,10.5,7.55,14.8,3.6,90.0,82.83,10.78,1022.8,1.9,12
2024-02-12,Antalya,16.22,18.2,13.0,21.83,48.2,3.6,140.0,78.79,12.35,1016.12,19.4,19
2024-02-13,Antalya,11.47,18.5,9.7,21.22,35.3,11.2,10.0,96.46,10.85,1009.49,67.6,24
2024-02-14,Antalya,9.92,11.2,8.0,15.21,29.5,5.4,340.0,93.5,8.89,1006.63,11.8,12
2024-02-15,Antalya,11.71,16.0,7.9,11.0,14.8,5.4,360.0,77.0,7.64,1010.72,5.9,10
2024-02-16,Antalya,14.08,19.0,10.0,12.56,20.5,3.6,350.0,68.46,8.11,1013.45,0.2,1
2024-02-17,Antalya,13.95,19.0,9.8,13.83,24.1,5.4,330.0,65.0,7.13,1017.88,0.0,0
2024-02-18,Antalya,14.61,19.0,11.0,18.14,31.3,7.6,340.0,46.96,3.09,1019.55,0.0,0
2024-02-19,Antalya,13.01,18.0,9.0,12.93,20.5,3.6,320.0,47.25,1.56,1018.65,0.0,0
2024-02-20,Antalya,12.08,17.2,7.0,10.79,16.6,1.8,350.0,57.5,3.53,1019.53,0.5,2
2024-02-21,Antalya,12.82,16.2,9.0,9.18,14.8,1.8,330.0,74.83,8.33,1021.01,1.1,4
2024-02-22,Antalya,12.58,17.1,9.0,9.18,14.8,3.6,350.0,75.25,8.12,1020.95,0.0,0
2024-02-23,Antalya,12.94,18.0,7.6,9.89,18.4,1.8,340.0,71.67,7.58,1021.11,0.0,0
2024-02-24,Antalya,13.52,18.1,8.0,11.48,20.5,3.6,350.0,72.54,8.42,1021.22,0.0,0
2024-02-25,Antalya,15.02,20.5,9.0,11.35,20.5,5.4,340.0,69.38,9.0,1018.5,0.0,0
2024-02-26,Antalya,12.47,14.0,11.5,11.87,20.5,5.4,350.0,90.33,10.89,1015.36,17.0,18
2024-02-27,Antalya,14.42,18.5,11.0,11.69,20.5,3.6,350.0,76.71,10.03,1017.78,1.9,4
2024-02-28,Antalya,13.95,18.2,9.0,9.16,16.6,0.0,340.0,84.58,11.17,1022.68,0.0,0
2024-02-29,Antalya,14.29,19.1,10.0,9.03,14.8,0.0,350.0,82.96,11.19,1022.72,0.0,0
2024-03-01,Antalya,14.39,20.0,8.0,9.63,16.6,5.4,360.0,58.42,5.74,1017.51,0.0,0
2024-03-02,Antalya,14.3,19.1,9.0,12.79,24.1,3.6,350.0,69.42,8.39,1012.5,1.5,4
2024-03-03,Antalya,14.92,20.0,11.0,13.88,24.1,7.6,330.0,65.54,8.05,1013.2,0.0,0
2024-03-04,Antalya,14.3,19.0,10.0,9.88,18.4,1.8,360.0,74.67,9.62,1014.95,0.1,1
2024-03-05,Antalya,13.58,17.5,10.0,18.19,46.4,5.4,160.0,85.83,11.1,1011.94,18.4,8
2024-03-06,Antalya,14.46,20.0,10.0,15.22,22.3,5.4,330.0,58.92,5.83,1011.55,0.0,0
2024-03-07,Antalya,14.32,20.0,10.0,16.68,29.5,5.4,200.0,60.79,6.28,1015.46,0.0,0
2024-03-08,Antalya,12.59,16.7,9.5,13.1,24.1,5.4,360.0,75.29,8.26,1014.99,5.1,8
2024-03-09,Antalya,13.84,18.0,9.0,20.94,31.7,3.6,320.0,46.79,2.21,1015.5,0.0,0
2024-03-10,Antalya,13.74,19.0,9.0,16.08,27.7,3.6,320.0,42.58,0.65,1017.88,0.0,0
2024-03-11,Antalya,13.31,18.0,7.0,10.23,16.6,3.6,350.0,62.92,5.96,1023.69,0.0,0
2024-03-12,Antalya,13.47,18.0,9.0,9.89,20.5,3.6,350.0,75.42,9.0,1020.81,0.0,0
2024-03-13,Antalya,12.4,18.0,7.0,10.12,24.1,3.6,350.0,83.88,9.45,1014.72,1.2,4
2024-03-14,Antalya,13.41,18.0,7.0,11.34,22.3,3.6,340.0,77.12,9.12,1013.8,1.6,4
2024-03-15,Antalya,14.39,18.0,10.0,12.41,29.5,3.6,190.0,74.96,9.76,1015.22,0.2,1
2024-03-16,Antalya,14.44,20.0,10.0,11.59,24.1,3.6,340.0,65.96,7.62,1016.67,0.0,0
2024-03-17,Antalya,13.08,17.1,9.6,8.58,13.0,1.8,350.0,71.54,7.95,1015.33,0.2,2
2024-03-18,Antalya,15.72,21.0,11.0,12.36,22.3,3.6,350.0,56.12,6.58,1008.37,0.0,0
2024-03-19,Antalya,16.73,22.5,12.7,17.53,31.3,5.4,320.0,46.38,4.31,1007.81,0.0,0
2024-03-20,Antalya,14.68,18.0,11.0,10.79,16.6,5.4,350.0,72.5,9.66,1011.19,4.7,4
2024-03-21,Antalya,14.82,19.2,10.8,24.88,35.3,7.6,320.0,42.62,1.22,1012.38,1.2,2
2024-03-22,Antalya,12.52,17.0,9.0,25.1,37.1,11.2,320.0,37.58,-1.8,1012.85,0.0,0
2024-03-23,Antalya,12.58,17.5,8.0,15.19,27.7,7.6,340.0,42.29,-0.42,1013.93,0.0,0
2024-03-24,Antalya,12.98,18.0,6.3,11.79,24.1,3.6,170.0,58.92,4.73,1011.56,0.0,0
2024-03-25,Antalya,14.6,18.0,9.0,10.08,18.4,3.6,360.0,70.92,9.22,1009.9,0.0,0
2024-03-26,Antalya,17.49,23.0,14.0,19.21,40.7,5.4,350.0,55.25,7.75,1013.81,0.0,0
2024-03-27,Antalya,16.33,20.0,13.0,11.08,24.1,3.6,140.0,82.08,13.15,1018.32,0.5,1
2024-03-28,Antalya,16.84,20.0,10.8,8.71,17.0,2.0,190.0,71.25,11.48,1017.42,0.0,0
2024-03-29,Antalya,19.47,25.2,14.0,9.21,21.0,0.0,340.0,55.62,9.73,1016.28,0.0,0
2024-03-30,Antalya,20.47,28.0,12.3,10.38,17.0,4.0,330.0,57.92,11.27,1018.58,0.0,0
2024-03-31,Antalya,20.55,26.6,14.9,8.65,15.0,0.0,180.0,51.33,9.72,1020.28,0.0,0
2024-04-01,Antalya,20.14,25.0,14.0,8.61,17.0,2.0,190.0,57.25,11.03,1017.75,0.0,0
2024-04-02,Antalya,21.07,27.0,15.0,9.49,17.0,0.0,100.0,56.29,11.54,1013.95,0.0,0
2024-04-03,Antalya,19.95,26.6,14.8,7.92,16.6,1.8,140.0,72.92,14.36,1012.93,0.0,0
2024-04-04,Antalya,18.54,22.0,15.0,10.53,18.4,1.8,350.0,85.58,15.92,1013.9,0.0,0
2024-04-05,Antalya,18.52,22.0,14.0,10.08,16.6,3.6,80.0,80.29,14.85,1014.29,0.0,0
2024-04-06,Antalya,20.37,27.0,15.0,14.84,25.9,5.4,310.0,44.12,6.61,1013.08,0.0,0
2024-04-07,Antalya,20.21,25.7,14.0,16.63,29.5,5.4,320.0,32.38,2.66,1008.8,0.0,0
2024-04-08,Antalya,18.12,22.0,13.0,17.4,29.5,5.4,340.0,38.88,3.49,1010.22,0.0,0
2024-04-09,Antalya,17.9,23.0,12.0,11.93,18.4,3.6,200.0,58.58,9.21,1010.18,1.1,2
2024-04-10,Antalya,17.78,21.0,12.2,10.96,24.1,3.6,140.0,79.5,13.96,1011.97,0.0,0
2024-04-11,Antalya,18.46,22.0,13.7,8.64,20.5,0.0,140.0,84.04,15.52,1015.45,0.0,0
2024-04-12,Antalya,18.65,22.0,14.8,7.79,22.3,0.0,120.0,86.58,16.14,1016.25,0.0,0
2024-04-13,Antalya,22.15,28.5,16.0,12.35,25.9,3.6,350.0,53.0,11.08,1014.91,0.0,0
2024-04-14,Antalya,24.04,30.0,17.0,18.15,31.7,5.4,330.0,31.46,5.52,1013.76,0.0,0
2024-04-15,Antalya,23.13,30.0,16.0,16.2,27.7,5.4,320.0,37.88,6.52,1015.76,0.0,0
2024-04-16,Antalya,20.22,26.0,14.1,8.53,18.4,1.8,170.0,58.33,10.84,1015.42,0.0,0
2024-04-17,Antalya,20.16,25.2,14.0,10.3,22.3,0.0,350.0,48.88,8.09,1009.15,0.0,0
2024-04-18,Antalya,20.16,23.0,17.0,13.39,22.3,5.4,40.0,73.88,15.27,1008.02,0.2,1
2024-04-19,Antalya,19.59,22.0,16.1,13.53,22.3,5.4,130.0,75.71,14.99,1011.12,0.4,2
2024-04-20,Antalya,18.71,22.0,15.0,27.85,57.6,11.2,140.0,73.54,13.7,1007.27,9.7,5
2024-04-21,Antalya,18.03,21.1,13.0,11.63,20.5,5.4,340.0,73.38,12.95,1014.92,0.0,0
2024-04-22,Antalya,18.55,22.0,14.4,9.38,18.4,1.8,350.0,73.42,13.43,1019.6,0.0,0
2024-04-23,Antalya,20.2,25.1,14.0,6.65,11.2,0.0,180.0,69.0,13.95,1017.6,0.0,0
2024-04-24,Antalya,23.75,29.5,16.6,9.84,22.3,3.6,200.0,46.38,10.03,1010.65,0.0,0
2024-04-25,Antalya,24.39,30.0,21.0,12.83,27.7,3.6,290.0,48.0,12.28,1006.33,0.0,0
2024-04-26,Antalya,22.36,27.2,17.0,9.39,18.4,3.6,120.0,64.33,14.93,1007.86,0.0,0
2024-04-27,Antalya,21.26,26.0,14.0,8.7,14.8,1.8,310.0,58.38,12.4,1010.1,0.7,2
2024-04-28,Antalya,23.42,28.7,18.0,9.52,16.6,1.8,180.0,52.54,12.6,1011.14,0.0,0
2024-04-29,Antalya,23.37,30.0,18.9,11.58,18.4,0.0,330.0,56.29,13.75,1011.09,0.0,0
2024-04-30,Antalya,25.06,30.0,19.3,12.32,18.4,6.0,330.0,48.38,13.1,1009.9,0.0,0
2024-05-01,Antalya,23.58,26.3,21.0,10.41,19.0,4.0,140.0,67.17,17.01,1008.49,0.0,0
2024-05-02,Antalya,22.33,26.0,18.2,11.46,20.5,1.8,10.0,73.42,17.13,1006.5,0.0,0
2024-05-03,Antalya,22.7,27.5,19.0,17.99,33.5,1.8,350.0,55.42,12.79,1005.65,0.0,0
2024-05-04,Antalya,19.66,25.0,14.4,22.0,42.5,0.0,340.0,54.88,9.87,1004.61,0.0,0
2024-05-05,Antalya,19.28,24.0,13.0,16.0,25.9,7.6,320.0,47.67,7.56,1006.35,0.3,1
2024-05-06,Antalya,20.26,26.0,15.0,16.97,29.5,3.6,320.0,44.5,6.6,1010.59,0.0,0
2024-05-07,Antalya,20.25,25.0,14.0,16.1,31.7,1.8,350.0,47.71,8.04,1013.4,0.0,0
2024-05-08,Antalya,19.24,23.0,14.0,10.45,22.3,1.8,150.0,65.38,12.06,1016.31,0.0,0
2024-05-09,Antalya,19.88,24.0,16.0,9.03,14.8,3.6,170.0,52.79,9.59,1012.69,0.0,0
2024-05-10,Antalya,22.93,29.0,16.0,18.78,33.5,3.6,210.0,43.21,7.74,1005.82,0.0,0
2024-05-11,Antalya,19.35,21.1,17.0,13.65,27.7,3.6,160.0,76.88,15.11,1007.55,14.0,7
2024-05-12,Antalya,18.68,22.0,16.0,12.34,22.3,0.0,180.0,72.83,13.54,1008.9,9.7,4
2024-05-13,Antalya,21.67,27.0,16.5,17.62,27.7,7.6,310.0,47.46,9.57,1009.3,0.0,0
2024-05-14,Antalya,20.65,26.0,17.2,23.17,44.6,5.4,180.0,52.62,9.49,1011.4,0.0,0
2024-05-15,Antalya,19.62,23.0,15.5,9.64,20.5,0.0,160.0,67.54,13.25,1014.7,0.0,0
2024-05-16,Antalya,20.19,24.0,13.7,10.04,22.3,3.6,170.0,64.04,12.81,1017.7,0.0,0
2024-05-17,Antalya,21.63,24.6,16.3,8.22,18.4,3.6,150.0,70.08,15.77,1017.8,0.0,0
2024-05-18,Antalya,22.83,26.0,19.7,10.57,20.5,1.8,150.0,69.83,16.81,1014.37,0.0,0
2024-05-19,Antalya,22.88,26.0,19.0,9.06,18.4,1.8,160.0,75.71,18.23,1011.24,0.0,0
2024-05-20,Antalya,23.23,26.1,19.4,7.88,16.6,0.0,130.0,75.54,18.55,1008.97,0.0,0
2024-05-21,Antalya,25.6,31.0,19.8,11.38,22.3,0.0,190.0,66.54,18.35,1010.12,0.0,0
2024-05-22,Antalya,24.36,28.0,21.0,8.76,14.8,3.6,140.0,76.75,19.74,1010.72,0.0,0
2024-05-23,Antalya,22.82,26.0,19.5,16.42,29.5,0.0,140.0,78.42,18.62,1008.06,0.0,0
2024-05-24,Antalya,23.51,27.2,20.0,30.8,46.4,14.8,330.0,41.54,9.53,1008.37,0.0,0
2024-05-25,Antalya,24.34,30.0,19.0,20.38,37.1,5.4,330.0,49.25,11.82,1008.31,0.0,0
2024-05-26,Antalya,22.25,25.5,17.7,11.7,22.3,0.0,140.0,67.92,15.74,1010.23,1.4,4
2024-05-27,Antalya,23.13,29.0,19.0,12.68,25.9,3.6,340.0,60.0,14.58,1009.09,0.0,0
2024-05-28,Antalya,22.33,26.0,18.0,7.95,22.3,0.0,150.0,72.21,16.89,1010.02,0.1,1
2024-05-29,Antalya,21.86,25.1,18.0,10.9,22.3,1.8,170.0,78.08,17.74,1011.5,0.0,0
2024-05-30,Antalya,21.82,25.0,17.2,10.61,22.3,3.6,170.0,76.33,17.38,1012.25,3.0,7
2024-05-31,Antalya,22.01,25.0,17.6,11.79,27.7,3.6,170.0,77.88,17.75,1015.59,0.0,0
2024-06-01,Antalya,23.16,27.0,18.6,8.78,18.4,1.8,180.0,72.33,17.76,1017.7,0.0,0
2024-06-02,Antalya,26.14,31.7,19.5,10.65,25.9,1.8,110.0,58.46,16.85,1013.99,0.0,0
2024-06-03,Antalya,30.22,39.0,20.8,12.1,25.9,1.8,340.0,45.29,15.36,1010.64,0.0,0
2024-06-04,Antalya,31.73,40.0,25.0,12.54,22.3,3.6,350.0,35.75,14.06,1008.72,0.0,0
2024-06-05,Antalya,35.54,43.0,28.6,17.17,33.5,7.6,320.0,26.08,11.79,1007.98,0.0,0
2024-06-06,Antalya,36.26,43.0,31.3,20.49,31.7,9.4,320.0,23.71,11.55,1008.55,0.0,0
2024-06-07,Antalya,33.53,39.1,29.0,21.72,48.2,9.4,320.0,28.54,12.35,1008.43,0.0,0
2024-06-08,Antalya,30.69,37.2,27.2,19.92,27.7,11.2,330.0,34.42,12.89,1004.45,0.0,0
2024-06-09,Antalya,30.48,36.0,25.0,16.08,29.5,5.4,330.0,35.62,13.13,1005.29,0.0,0
2024-06-10,Antalya,30.34,36.0,24.0,13.78,31.7,1.8,170.0,35.54,12.6,1008.22,0.0,0
2024-06-11,Antalya,29.15,36.0,23.0,11.23,24.1,1.8,350.0,42.96,14.75,1009.49,0.0,0
2024-06-12,Antalya,29.29,35.0,24.0,9.5,20.5,1.8,170.0,50.71,17.64,1010.58,0.0,0
2024-06-13,Antalya,30.53,37.2,23.6,9.8,22.3,3.6,150.0,51.5,18.77,1010.67,0.0,0
2024-06-14,Antalya,33.06,40.0,27.0,12.99,22.3,5.4,80.0,44.04,18.04,1007.68,0.0,0
2024-06-15,Antalya,30.32,37.5,26.0,13.22,22.3,1.8,320.0,52.75,18.06,1003.45,0.0,0
2024-06-16,Antalya,27.39,30.0,25.0,10.88,18.4,3.6,110.0,70.54,21.18,1006.11,0.0,0
2024-06-17,Antalya,27.02,29.5,24.0,9.44,18.4,0.0,160.0,76.46,22.46,1009.2,0.0,0
2024-06-18,Antalya,27.93,30.0,25.0,10.17,20.5,0.0,160.0,71.42,22.19,1009.26,0.0,0
2024-06-19,Antalya,28.74,33.0,25.9,11.28,24.1,3.6,150.0,73.46,22.93,1007.94,0.0,0
2024-06-20,Antalya,28.14,31.0,25.7,9.17,18.4,1.8,160.0,85.42,25.32,1007.05,0.0,0
2024-06-21,Antalya,28.68,35.0,25.0,10.42,22.3,1.8,160.0,75.75,23.6,1005.14,0.0,0
2024-06-22,Antalya,29.25,32.7,25.3,14.0,22.3,3.6,310.0,65.75,21.29,1002.45,0.0,0
2024-06-23,Antalya,29.51,37.0,25.0,11.57,24.1,1.8,160.0,68.38,22.72,1002.33,0.0,0
2024-06-24,Antalya,28.4,31.2,25.0,10.28,16.6,3.6,160.0,78.92,24.28,1005.63,0.0,0
2024-06-25,Antalya,28.38,31.1,24.7,9.49,16.6,0.0,130.0,81.54,24.82,1005.67,0.0,0
2024-06-26,Antalya,30.32,32.0,28.0,12.35,22.3,1.8,160.0,67.0,22.96,1004.56,0.0,0
2024-06-27,Antalya,29.61,34.0,26.2,10.01,22.3,1.8,150.0,72.58,23.63,1005.12,0.0,0
2024-06-28,Antalya,28.97,32.0,25.1,10.27,22.3,0.0,150.0,78.21,24.66,1002.74,0.0,0
2024-06-29,Antalya,29.48,32.2,25.0,16.7,33.5,3.6,160.0,62.08,20.14,1001.39,0.0,0
2024-06-30,Antalya,32.49,38.0,28.6,19.88,33.5,7.6,310.0,27.33,10.82,1003.74,0.0,0
2024-07-01,Antalya,32.23,38.0,27.0,16.09,29.5,7.6,200.0,32.46,12.9,1003.94,0.0,0
2024-07-02,Antalya,31.91,38.0,26.0,16.79,31.7,3.6,340.0,37.67,14.14,1002.07,0.0,0
2024-07-03,Antalya,28.41,32.0,24.7,12.86,24.1,1.8,130.0,66.67,21.23,1002.38,0.0,0
2024-07-04,Antalya,27.57,30.0,25.2,15.78,27.7,3.6,120.0,75.08,22.69,1005.34,1.1,5
2024-07-05,Antalya,28.0,31.0,24.0,14.45,27.7,5.4,10.0,60.71,19.35,1006.48,0.6,4
2024-07-06,Antalya,32.4,37.1,28.0,17.69,29.5,7.6,320.0,33.88,14.23,1004.79,0.0,0
2024-07-07,Antalya,35.37,40.1,29.9,21.45,33.5,11.2,320.0,29.75,14.51,1003.15,0.0,0
2024-07-08,Antalya,34.01,40.2,29.0,19.22,38.9,5.4,340.0,41.08,17.95,1002.66,0.0,0
2024-07-09,Antalya,32.32,38.0,28.5,15.17,24.1,5.4,320.0,55.12,21.38,1003.1,0.0,0
2024-07-10,Antalya,30.69,34.5,28.0,17.85,38.9,7.6,330.0,53.54,19.75,1005.62,0.0,0
2024-07-11,Antalya,30.42,34.0,27.0,12.81,22.3,1.8,360.0,50.29,18.6,1007.3,0.0,0
2024-07-12,Antalya,29.95,34.0,25.5,12.16,22.3,3.6,160.0,58.96,20.7,1006.0,0.0,0
2024-07-13,Antalya,28.68,32.0,25.4,10.91,24.1,3.6,150.0,68.38,22.21,1003.88,0.0,0
2024-07-14,Antalya,29.34,33.3,25.0,14.32,28.0,5.4,160.0,65.5,21.96,1002.47,0.0,0
2024-07-15,Antalya,32.28,39.0,27.1,14.74,25.9,3.6,340.0,45.88,18.63,1002.1,0.0,0
2024-07-16,Antalya,30.6,34.0,27.2,10.7,22.3,3.6,160.0,57.33,20.8,1004.17,0.0,0
2024-07-17,Antalya,30.91,34.0,26.0,11.78,22.3,3.6,170.0,60.38,21.85,1005.49,0.0,0
2024-07-18,Antalya,31.49,37.0,28.0,11.35,20.5,0.0,330.0,63.83,23.35,1004.92,0.0,0
2024-07-19,Antalya,34.81,41.0,28.8,12.67,27.7,3.6,200.0,45.25,19.68,1002.43,0.0,0
2024-07-20,Antalya,35.1,41.2,30.0,14.87,24.1,5.4,330.0,35.58,16.67,1001.86,0.0,0
2024-07-21,Antalya,32.78,40.2,28.0,12.98,25.9,3.6,140.0,49.38,19.43,1003.78,0.0,0
2024-07-22,Antalya,31.55,35.0,28.0,11.06,20.5,3.6,150.0,64.08,23.49,1004.12,0.0,0
2024-07-23,Antalya,30.74,33.0,28.3,9.85,20.5,0.0,140.0,73.83,25.44,1003.9,0.0,0
2024-07-24,Antalya,30.43,33.0,28.0,10.97,18.4,3.6,140.0,73.04,24.9,1001.16,0.0,0
2024-07-25,Antalya,29.11,32.0,24.7,13.73,29.5,0.0,100.0,82.71,25.7,999.8,0.4,3
2024-07-26,Antalya,30.64,34.2,25.4,15.32,24.1,9.4,180.0,61.58,21.97,1001.22,0.0,0
2024-07-27,Antalya,33.2,39.0,28.0,23.9,31.7,16.6,320.0,28.67,11.85,1007.14,0.0,0
2024-07-28,Antalya,32.9,38.0,28.0,16.39,25.9,1.8,310.0,36.33,15.39,1008.72,0.0,0
2024-07-29,Antalya,33.26,39.0,28.0,15.75,27.7,5.4,320.0,38.58,15.99,1003.89,0.0,0
2024-07-30,Antalya,32.07,39.0,26.0,12.31,25.9,3.6,110.0,39.67,14.95,1001.38,0.0,0
2024-07-31,Antalya,32.77,38.7,28.0,16.76,33.5,3.6,320.0,39.33,15.92,1004.28,0.0,0
2024-08-01,Antalya,32.02,37.0,27.0,15.83,33.5,3.6,180.0,44.83,17.12,1005.04,0.0,0
2024-08-02,Antalya,30.91,35.5,26.5,15.04,29.5,5.4,190.0,56.0,20.36,1003.89,0.0,0
2024-08-03,Antalya,29.29,32.0,26.0,10.23,18.4,0.0,150.0,76.38,24.58,1003.36,0.0,0
2024-08-04,Antalya,29.22,32.0,26.6,10.37,18.4,1.8,150.0,82.17,25.7,1004.54,0.0,0
2024-08-05,Antalya,29.46,32.0,27.0,10.22,22.3,1.8,160.0,72.29,23.72,1004.59,0.0,0
2024-08-06,Antalya,29.17,32.0,25.7,9.73,22.3,0.0,150.0,72.38,23.57,1004.29,0.0,0
2024-08-07,Antalya,29.3,32.0,26.9,10.28,20.5,0.0,150.0,77.79,24.92,1004.92,0.0,0
2024-08-08,Antalya,29.27,32.0,27.0,9.63,20.5,1.8,160.0,77.75,24.92,1006.28,0.0,0
2024-08-09,Antalya,29.11,32.0,26.5,9.89,20.5,0.0,170.0,76.5,24.48,1007.32,0.0,0
2024-08-10,Antalya,29.04,32.0,26.0,9.66,18.4,0.0,150.0,74.0,23.81,1007.71,0.0,0
2024-08-11,Antalya,31.6,37.5,27.0,12.98,25.9,3.6,170.0,60.08,22.0,1006.38,0.0,0
2024-08-12,Antalya,33.65,39.5,28.4,13.62,20.0,4.0,320.0,28.54,12.3,1005.58,0.0,0
2024-08-13,Antalya,32.81,40.0,27.0,15.0,27.7,5.4,320.0,40.04,15.32,1005.98,0.0,0
